order_id,review_score,review_text
01c79ae32ef95b276907d99e83fe57e5,5,Produto de ótima qualidade e entrega super rápida.
506db8171cf7d01f666e52223eff7f34,5,"entrega antes do prazo estabelecido, satisfeita. Parabéns a lannister. Com."
08c3d8da1ee7ffc88a41cd145a4675ba,4,Recebi antes do prazo de entrega
1b32d4a12472b702c651faa43a947179,1,"No site consta entregue mas não recebi o cartucho colorido, somente os dois pretos conforme pedido."
b45b66d3543568daaa1fe2290859d88a,1,"minha película de vidro chegou toda trincada! preciso de uma inteira, "
143557cd5a7387503d5222e9a1efed75,4,Não há
d2c879fe9085258d38e3cb17af134189,5,Gostei recebi tudo certinho no prazo estipulado.Parabéns para Loja.
4da4840a1f38aad712a0857596e24b44,1,"Comprei dois jogos de susplat, mas veio apenas um. Qualidade do tecido horrível. Quero exercer direito de arrependimento. "
5225b8931d3158e7fc05b75d6f48ff99,5,"o processo de compra e entrega foi efetuado de maneira satisfatória, obedecendo todos os requisitos de uma boa compra."
7f7c84dc8cc814c4354d21d64ed73a35,4,Foi bem legal obrigado
800d19e2eed430cbd8e9bcb12087794b,5,Entrega antes do prazo - Otimo
f886ca9715359489ac5ca62177ce61c9,4,Veio dentro do prazo e em ótimo estado
84f58fa486ce5cc8fcc701d211e80749,2,Minha bolsa de caçamba veio da Ford ranger ao invés da frontier 
a9ef90b7e8572edf6aa35360c03236e5,5,"Recebi o produto como anunciado, o mesmo funciona como prometidos."
422c7b02842de5256c6ae63a6898a64f,5,"Mto bom .. 
Atendido bem antes do prazo super recomendo"
502668fa85b6cff5243cf74ce4100182,5,Top
61d903b9af9181717baf3abd115fbd71,5,Bom
d3364a29f093a5f36e7eca9f148235c2,3,"Achei que era inox, mas é cromado e não é dos melhores, mas pelo preço serve🤔"
81fd4d3b4acc4fcaee13b2e9bc62bfd5,3,A maleta veio com arranhões 
8afe6304c5643864e2b19153a205ae5e,1,Eu não recebi o produto ainda
091b6eccc5e978d6c77d8da3f3cec254,4,"Valeu a pena. Como dica, deixo a sugestão de colocarem uma embalagem mais resistente, uma vez que o produto é bem pesado."
34fad2c694d4b57ef78b164a097cf817,5,Produto recebido satisfação 100%
6e6527028de694ccade37f5a15a6d84a,1,Estou aguando o meu produto que não chegou dentro do prazo 
a7c17d3f5f5c9612a2bc81be1aadcdeb,4,"O produto chegou direito e, no prazo correto."
092adae6d0744065b0482cb014c671c9,5,Adoro comprar? na lannister.com excelente lojas. Estão de parabéns! 
f842cb7e4c6dee42ebdaf6c2a81904b6,5,Entrega no prazo e ótimo produto.
05918cf24658c4ee3a67a684684305d3,1,Meu produto nunca chegou.
67fc16d6dc881afa68e40df4c30d510a,5,Entrega e produto ótimo.
67274e3826cb110f3d0cb45f33c2275e,3,No site o produto parece ter melhor qualidade de material e acabamento.
cf79d8a5a9b82bce4c9cb3e9469a9b0c,5,"Produto é o que eu esperava, satisfeito com a compra. "
9bc4a96e4a1d676280d0f8ead78ceadf,5,otima.
d6d3a9a70b71224f7942c947d177aedc,5,entrega foi super rápida!
0ab29b3ae0c49bff1cfb0b0137c20da5,5,Gostei muito do Produto
8cfbb8cf89ae7debae363e130964dfcd,1,Não recebi o pedido
42c45d946a9e7492bfa6da1ab459d23e,5,o produto veio perfeito otima embalagem voltarei a comprar.obrigado
928491f9ad93ae20de89668ea4a968e0,2,A NF foi entregue mas até agora nada dos produtos. Aguardando a entrega para recomendar a loja.
4392f572045f074cbfacbb5757ac5405,1,Dava impressão do frasco ser maior ou seja o que é tradicionalmente comercializado é de 350 ml.
9a4efaf7ec75fc5669a3526c0a838e80,5,bom.
ab0bb51a710692e96d316072209e1c75,4,"Ok, entregue correto e no prazo."
b2ce866408709e3ba155f339e97b8405,3,"Bom
"
651a89e11653d8df43a624a903fe0f5e,5,Entrega no prazo e em excelente estado.
ec8e9a10b613682c45e614fd392bb666,5,Muito bom esse produto
6a7a8e304ef95be2494384f8d2557845,3,infelizmente o produto chegou ontem o tecnico instalou e nao funciona em nenhum dos notebboks como faço?vou ate a loja hj 
4617a1e4f74a5e42a73b281034db89c5,5,muito bom 
a557a0d8ff0129cd241d2bca612b3d6f,5,"Lindos produtos, rápida entrega. Recomendo."
c1e9df16ff9d33f95cd4e24e6e064c38,5,"Tudo como anunciado!
"
0b3457e0c4ca3f53aed80917d932b787,3,"preciso que seja trocada a razão para: Cooperativa de laticínios Serramar. O restante esta correto, não adianta carta de correção"
9874f00b86dad32c32a0017e80cfcdb4,4,tudo como na descrição do produto recomendo !
1342ab50383d7471a3bfd75ca93d38d6,5,produto entregue dentro do prazo e em perfeitas condições.Nota 1000
c3b1312808b5e55eda5efa7fcb111b00,4,Só não coerente o valor do frete.
2927b6be262c5528b8135e5d330c00f9,4,Ainda não utilizei o produto
80c4a8fcf4e47aff10048cb8bdd0bee5,1,"Não recebi o produto até hoje, não tive o estorno feito até hoje, Não tive meus e-mails respondidos, não tive contato nem da empresa e nem da lannister, um descaso total, não recomendo comprar nada ."
70f0b4dfaf32a6a528f14215e154792b,1,"Pedi uma coisa e veio outra ,era para ser um chip micro sd xc e veio um micro sd hc ,versão ultrapassada dos micros sd"
32cd8c1de0b106ac12c8bac666e9e1fc,1,Envie vários email para avisa sobre o atraso e até agora não recebi resposta. Espero que devolva o dinheiro. 
d8fb797beb3bc5099a065c4db4a4d8fa,4,"Produto muito bom, porém o modo de por no braço poderia ser melhor, vem elástico e curto..."
87ca2f8dc91bf074b1b0e441341b2a53,4,exatamente o que comprei
31198c57e7c220ab18af604edd8609ec,5,Pedido entregue sem restrições.
e05c05475cc96f65f8c34274398840d9,5,Parabéns pelo atendimento e pelo produto maravilhoso.
17afe0bafc1638d46b55c1d56b393015,3,"No site havia o produto, mas depois constou indisponível. Isso gerou um pouco de irritação pois já havia pago e foi a primeira vez que tive este problema com a lannister. Espero não acontecer novamen"
57034b4287754660ae720f3c440eb9f5,4,Recebi tudo certo conforme anúncio. Recomendo
804af8e63aed82b9d93e1c39c2ec49a3,5,Chegou mt rápido bem antes do prazo recomendo
b4ede4780b5949c4abac521f465b05d8,3,Só não foi entregue na minha residência tive q ir buscar nas agências do Correios 
14feb2791a33105fe2092f7ac34e3200,5,produto bom e chegou no prazo
d39b614462020b03dbd6b14f515137f5,3,"GOSTEI MUITO DO TRAVESSEIRO. Veio no prazo, que aliás acho longo demais. De São Paulo para o Rio demorar mais de 15 dias,. parece brincadeira."
2daee070f2042c8b7a8e9fdde778a31a,5,"Ótimo, excelente produto recomendo a todos "
19f60164db6130153f77c00960387648,1,As medidas que constam no site estão diferentes do produto entregue.
985dbac2172bbf6b32bcca35da50d7a0,2,Não recebi o produto na data prevista e nem consigo rastrear 
1391644298485796a935f0422f8989e8,1,"vou registrar queixa no reclameaqui porque, apesar de informar que, me enviaram produto para tensao errada (pedi 110V e mandaram 220V) apresentei reclamaçao e nao me deram satisfaçao"
9630f4af52c269bea30409c275052f6e,5,Tudo certo
9cffb1e19a2d93d7959976c5d5c11138,5,"A colcha é mt bonita.
Gostei!"
64d6282bba1a1c015acbdcacca391253,4,Único problema foi no ato da entrega onde o produto chegou no destino é voltou ao remetente por falta de comunicação.
bdf6434f99a355f695608dd18719b358,5,Otimo
058cb75116972074baa3c4e594d2a851,5,"chegou bem antes do prazo , produto d boa qualidade e fácil d montar"
77695976859e3c3e692c5a5bc670f31b,5,Muito bonito do jeito que eu esperava.
c8e6cc0d58104bbddf6c5c8d07f58bf7,1,"Até o momento não recebi o produto, já passou da data máxima de entrega."
058d432115cdaa3b04a19b726bdd837a,5,Gostei muito do site
c8b1f5c6c2a11855f32ba79cd9e19d1e,5,"Chegou tudo antes do prazo , tudo certinho e lacradinho ..Adorei meus produtos ! "
4aa0af6a36b380f42a173210f1d15a1e,5,Produto entregue antes do prazo.
7410535fe6a922518e4f862208c066bf,4,Entregue conforme prometido 
4f248cce45f86c074a86cbf117d2b1b5,5,"Atendeu às expectativas. Belo jogo de xadrez, com excelente acabamento nas peças e tabuleiro. Tamanho nem grande, nem pequeno, ideal para transportar."
cfd5e54c14f22b62683cea7ed91caa24,1,"Estou insatisfeita, porque não venho recebendo informações sobre o produto comprado e até o momento o produto não chegou!!"
7e6b55f6388682bf51a05d8f13c2d466,1,"Muito ruim, depois de quase um mês esperando o produto o pedido foi cancelado automaticamente, tendo inclusive a agencia bancaria aprovado o pagamento da primeira parcela. Aguardo reembolso! "
661e77bbf3e487db278f9fdef584550b,1,Entregaram somente 1 das quatro cadeiras depois do prazo estabelecido 
2c46f84b185f4aadc82a72d14d089c4d,5,"produto entregue antes do prazo,minha filha adorou."
048cc31326007f07b576b46beddecc12,5,Gostei de comprar mais uma vez na Americana! 
e086bc3dec55562863dd1d2f850e750b,3,Eu recebi apenas o sapatinho de marca Bebella. O outro sapatinho de silicone não veio junto.
9e8ef3a707f0f0558057a948db92f600,4,"Produtos com qualidade, entregues antes do prazo."
38a86eb53c2309d6234fc9bad96331ac,1,"Meu produto chegou todo quebrado, quero trocar, por outro igual do mesmo"
28f5ed3bc19080a3a72e7548df0a5ed4,3,"o produto tem aroma adicionado, precisava do oleo puro. Mas recebido tudo ok "
eeecf0540c4a674f123d57397790b15e,5,"Vocês tem que reclamar com os Correios devido a demora.Não é possível já se passaram 5 dias além do prazo segunda feira irá completar.
Fico no aguardo da reclamação dos Correios.
Agradeço atenção."
1cc3ae63caffff2d6c3ee3e78e074acf,2,Só tem muito frete né poderia ser menos kk
5e0a798e395c3be05f7b2cc9f7ceb6b4,4,Preciso trocar o produto 
d93de78534604415426f7206d1b8f641,5,cumpriu o prometido
4f44b2c6ae837b5f817a2d621973fc34,5,Muito bom os produtos e otima qualidade
610cb5d8ac9938a7e80ee9e3b9c04be5,1,"produto falsificado, e uma mine escuta porem das duas que comprei nao funciona ....."
69d838677089d135b38310ff74779901,1,"NÃO LIGA , LIGA A LUZ.
 "
4d1192ac6ee23ec6a3f1fd439ebec659,3,"O produto não chegou com o acabamento perfeito. O acabamento em inox veio com uma marca, parecendo um ponto de solda."
ec73215e59b4de680b8b0c12d593c863,5,Recebido e certinho.
11bd7edbef6a822b220f48085472871b,5,Tudo como o combinado! !!
da0831d4484d6bb80afb9ddc8c12068c,1,Não deu dois dias a pelicula solto. Qualidade muito ruim 
a4521fa62b4f3bbe260aecf4dbc78935,4,recomendo
5c1cabc415efcc828343f3b4b284b026,5,Tudo correto
6fe1a563bdf47496b8bba2d6c5149468,1,"tive um transtorno muito grande com relação a compra que fiz de 02 luminárias meia lua roxa, foi enviado somente 01 e depois de 40 dias prazo da entrega informaram que iram devolver o credito."
0830f0655920234ddca71663beb629cb,1,"Péssimo o prazo de entrega,compro porque preciso,meu trabalho depende de agilidade e não ficar esperando a vida toda."
52da3d9903e65cea92aa96e6d890ff15,5,Ótimo !!!
e85c92ee6a3ba1ef47e41c23286314d9,4,Faltou a nota fiscal
ea1210816b91efb1908d9ba1bbcdbbba,5,"Produto ótimo,recebi bem antes do prazo.Muito satisfeita."
bb6ad5da18745c25ea9a43797598dfb7,4,"gostei do atendimento , recomendo"
fd042392e06a76d51f027c8659ff6815,3,"Custo x benefício, vale a pena."
f84f158d834dafae73fa8da8b11bea6d,1,Ainda não recebi meu puf
90540cf8cf4df7ed6e10425cdfd522c9,5,"Vale apena, estou satisfeito, recomendo"
b70756301d6fcc0725c60774a52d065f,1,O botão para abrir o carro não está funcionando.
aeeff2fef61809de5e010a78c4f83128,3,Recebi meu produto porem com certo atraso.
2d695e0d0fe5d863c921713fdc1faf7b,1,passado o prazo não recebi o produto e nem mesmo um parecer do vendedor
3c86b332004353092d94fa2e5b66e398,5,O produto chegou muito antes do prazo estabelecido. Recomendo a loja.
2321337240c200736e346c2445003fd3,1,Estou esperando o produto chegar ainda.
21139f7690512f960e095144356dbaa1,2,"O relógio é muito bonito. Não me agradou a empresa.
O produto não veio bem embalado e faltando o manual."
c1c753c55cb7181eddb84c646d0ee51c,5,otimo
b3f352a3b3887a501a98642fa5840e66,1,"Comprei e até agora nada de chegar, prazo pro dia 09, e até agora nem sinal."
c7b2b75e4013ba825f8617a06936a014,5,"A mercadoria veio muito bem embalada, por se tratar de um filtro de barrro. Parabéns pelo bom trabalho. E pela rapidez da entrega. "
ba69bf31fc071fd084f9967e05a7c479,4,"comprei um capacete, e recebi uma bolsa para selim"
c8d07bf0161cd0a2aacc163c238f397e,5,Produto entregue entes do prazo.
e6a1dffced3033ae0e4838aece8aabc6,5,"produto entregue como solicitei
"
5c2049caca936695cfa43805ebe7d8e3,2,Estou sem trabalha por que o meu kit de tesouras fio de navalha não chego e eu quero receber sou cliente a tanto tempo e acontece isso comigo como vai ficar minha cituaçao 
b42c56d4b6b545d2b9c293472cf728bd,5,muito rápido 
040375f78f9a97d7edfa4e9d2aa8273d,5,Compensa e muito a comprar. Pode comprar sem medo de se arrepender. 
53345dc7af2a7b39baff492cdc8005c1,5,"Seriedade no serviço, parabéns."
4316f97fcdde6e62ba7b3b1acd09291f,4,Estou satisfeito com o produto adquirido.
fa87437f971fce498b2184cd2401e23e,5,muito bom recomendo gostei muito
748197f229fe836211d7e6df5c1a6a8a,5,"Como sempre, um atendimento perfeito, recomendo."
ff2d3362026397b4633ed312ffcdab9f,5,muito bom
2792c4f95b24c1a72641cd404561bdd8,5,"Entregue no prazo.... Lindo produto, grande do jeito que precisava."
c2fb804b4b295e3dbb9bbd7388946e32,3,"Produto não era o mesmo da foto, embora com características funcionais semelhantes."
b059ee4de278302d550a3035c4cdb740,5,Os produtos são de boa qualidade e o preço que adquiri foi excelente. 
aa663832fcd96bcd11acac2483a47a34,1,Gostaria que me envia-se a mercadoria ou devolvesse meu dinheiro ia fazer mais compras mais fiquei com medo de não entregar
d23aab0e21efafc3216ce27c05565a96,4,"Estou satisfeita com o produto, foi entregue rápido."
4adbb023fd0ab6d84373f8f2f20a9ef5,1,Vieram faltando produtos e até agora ninguém respondeu meus e-mails. 
8520eafc9a1dbeb250d4054499da5a7c,5,Os produtos são ótimos!
87aad20d78d6e8072e6c80fe93a0931e,5,Produto entregue corretamente
2f2b6449cf42e110cd34d6d659c5075c,5,muito boa .entrega rapida
f79bd0b3bacc5142f90f81a15b4a602c,1,"Comprei um caminhão brutus vermelho de presente para meu filho e recebi uma escova de dentes. Quero que esta situação se resolva o mais rápido possível, pois o aniversário do meu menino já foi e a fru"
a04b614ebff4852b2d63c655c1588654,2," PRODUTO INCORRETO ALEM DE VIM TROCADO VEIO DE VALOR MENOR, COMPREI UM KIT ANNY CASAL 5 PEÇAS COM FRONHAS EM FORMA DE CORAÇÃO NA COR/CÁQUI..
E VEIO UMA COLCHA CASAL ANNE 5 PEÇAS BORDADA. "
8fac65a1f16b2cad7dc493842c75a310,5,Parceiro 100%. Pode confiar. Recomendo.
f3a90b689fbd9cfa13d56d57dba508f2,4,Bom
b2287ec8635a3c45b2c14d7b10cb1a69,5,O produto foi entregue em perfeitas condições e antes do prazo! 
82a6000ca5f9b57a52b48fa2c92373ff,5,entregue no prazo e mercadoria certa. é o que importa 
8aad1f0c6ff336608e58eab9851f7ead,5,o melhor site para comprar.
cdb66326ea0bdac7baf24b38a67af09c,5,Recomendo e muito pontual!
f8e38590ff083b97342732a847eb3851,4,Produto entregue corretamente e antes do prazo informado. 
7d3b6596123fe1a1b6b736200bcb50b1,4,"O produto chegou no prazo e é como descrito porem na parte de tras do produto ficou desnivelado, faltou acabamento."
4ecdafc07882d357b5607a05e3a1a46f,1,"O produto veio diferente do pedido original,comprei um modelo e me enviaram outro,não fiquei satisfeita com a compra.Já fiz a reclamação com a lojas lannister."
f8f7fb9bc13c0bbfaf2eb09493de90d6,1,Produto não chegou e não tive estorno.
4525dd56bc3c3fb6d4e3b02a54db984d,1,"1 mês que comprei o produto e até agora não recebi, ninguém dá uma posição do do que você pode fazer. Quando receber eu classifico novamente. "
53525abf5054043e8c142bcb76170605,5,Produto igual a foto super recomendo a entrega achei q iria demorar pela situação atual da falta de gasolina mas me surpreendeu foi rápido todos estão de parabéns as lojas lannister e o fabricante
d4de2f5093e11fecfa11da7ea4a09a21,2,"Chegou, mas somente a caminha. Estou no aguardo da coleira e do bebedor. Por enquanto nem me avisaram que seria enviado depois. Nem um contato da parte dos vendedores. "
3daeecbd44a76530c8e9d0ac1ea4f581,5,"Previsão de entrega até 18/10, recebi em 05/10, excelente."
5210991b886c9005de084d0d4fcff0c4,5,Atendimento vip. Segurança e produto de ótima qualidade.
60fedd48f279e3f0ce27e48d6d7b895d,4,Só não Gostei do sistema de Rastreamento antes você via a todo instante e agora só atualiza depois das 18:30 
0a131976e98291762104959158e2bdc6,1,Meu produto veio falsificado. 
accddd3ce343b9c4a7ad6d49ecc3c3d2,5,"produto atende as expectativas. Muito Bom 
Recomendo ótimo custo benefício."
7de7d0f642682f06b2dbfd5a2e614ab1,5,Parabéns pelo profissionalismo. 
668bd37bba51d3c2a919f037ce6194f1,5,Ótima compra. Torneira dentro das expectativas. 
d66fe524b24e426e1f20aa7358ef80db,3,Levaria cinco estrelas se o produto não tivesse com defeito. 
e87eae32b47767da815139559a6ec52e,5,"Produto bem embalado, em perfeitas condições."
260c8e4c9a29e56ae6ee21c449f6834c,5,Atenciosos no atendimento
f5bb23a6bf7d9bd0d8b8d4575dd82b58,2,"Entrega feita dentro do prazo, parabéns a lannister, mas o produto é péssimo joga muita água pra fora, é de um material bem fraco e não veio a receita que informam, embalagem original toda rasgada."
624cb9936b306450dbb6445fbadfb208,1,Comprei 2 produtos paguei frete pelos dois produtos é só recebi um produto
bb49b2fac8a575f20a56392e3e3db294,5,muito bom o atendimento e a entrega eu recomendo 
1a4cc8edf7721a5fa7f601f25703c793,5,Tudo concorme prometido e entrega antecipada 
3824a5d087901938c0b9f72f6008bd6c,3,recebi no prazo porem a Cor veio diferente ao do anuncio
60f57fe756bf90250589634133afea3a,3,"O envio ocorreu rapidamente, porém, ainda não recebi o produto. Está parado desde 25|02|2018 nos Correios. E não sei ao certo a localização.
"
5ba96da244b3eb9310e1f91bc3c6acff,1,"DEMORA NA ENTREGA ,PRODUTO RUIM RESUMO NÃO GOSTEI"
fa1e2a95826b093d8c6bdee094c13c2b,1,"creio que houve engano 

informo que recebi mesa de piqui nique
e entrei em contato com empresa sem exito
mas meu pedido nao foi atendido
"
1ed94b4136f96a6bfbff567620be959a,5,Original. Muito bom 
216ffdacc032ce8a108cc7c01f4ab9a4,5,Ótimo produto e entrega rapida
aabd0a7ecf741520be60dc59fc6002ee,5,"Tudo Ok, loja de confiança."
02971473bcfb16642904d57bc3be50b8,5,Estou satisfeita 
1db8c2514e276b566dd44aad287362aa,5,"Otimo produto, conforme o anunciado"
712ddc2da1bdd2e1b5f6baf0171860c2,4,GOSTEI DO PRODUTO E ENTREGARAM ANTES DO PRAZO
a5293a76739d88fa86bc8c30b6d38e04,5,super recomendo
e9b4ff9ff0820c3866430daf263c4097,4,"ok
"
e808b609d07ef4f022d702b20db24137,4,"Durante a compra não encontrei a opção de alterar o nome do destinatário, por se tratar de presente gostaria de que a rcemessa fosse em nome do presenteado."
f54985d5e0aa25e89765a7f3c1d7c445,5,Tudo conforme o combinado.
b9a8d194c52bcb022997d990bd402f7e,5,Excelente
db271589ce266814ea30bcc06109ec89,5,Recebi em menos de 1 semana. 
ee24e7d976a47cc46be7304fe5654ae9,2,"Pela foto o produto parecia ser imponente e bonito, porém quando chegou o relógio quase não coube no meu braço, pela foto parecia ser lindo mais a realidade era outra."
626ac0ce1580c1c2053b90b0d317f56e,4,"Ótimo produto, porém com custo elevado.
Entrega rápida."
111094eb682a21da30ce35ad760ff478,3,"Eu comprei nas lannister, por se tratar de uma loja de confiança, porém ao chegar o produto descobri que o que foi vendido pela marca Targus, era na verdade um produto falsificado, não confio mais"
f810d2ff6e68d3a6f99b7f6da33053d3,5,Conforme o esperado
d79c75050fb130c942055bff27c1be5a,2,Não recebi
71c903bedef48954734ef47b8a9be312,5,Voltarei a comprar
130f48aa69611f429f04408bcce4f2ae,5,"Adorei meu relógio, chegou a cor q eu pedi em perfeito estado, Obrigada."
d3e1990c95a293c07983a54bfd02f062,4,Eu recebi o produto corretamente e gostei muito. Dentro do prazo. 
6e4064c4b1df562463ea9a75839db134,2,"Quanto a entrega , tudo bem . Mas o perfume não gostei , muito fraco. Fragrância muito diferente das opiniões que li na internet . "
cf37324c9d35fb8f5f9d14cd6d48a3a2,5,"Produtos de muita qualidade e super útil,"
22a3042008f7107444e1004a7a2ca944,5,Boa compra chegou no prazo tudo certinho recomendo. 
b01c50f438279f3dabf8b744fa68dacb,5,Ta muito dificil comprar com as lannister levei quase 30 dias pra receber meu produto nao recomendo pela demora 
443038d9ed6b74bc4f7bfa679ce81bf1,1,"O produto não chegou à unidade dos correios. Invés de tomar a responsabilidade para si e estonar o valor, a loja disse que só faria o estorno após receber de volta o objeto. Sou cliente não entregador"
d036b12f69efa48855cbfa30a2db23c6,5,"Superou minhas expectativas. 
O produto chegou 1 dia depois que comprei, sendo que o prazo era de 9 dias"
84fb4cece2ca6c0f9d40c92a25e95a8a,5,ele é ótimo recomendo
aaab15da689073f8f9aa978a390a69d1,1,"UMA BOSTA NAO ENTREGA, E NAO FAZ ESTORNO DO VALOR.. VOU TER QUE ENTRAR COM UM PROCESSO CONTRA lannister"
fb520e46696d1669a96549c252ed177d,2,"Extrema demora na entrega. Aliás, nunca tive uma compra que houvesse tanta demora. Peço ajuda do baratheon para resolver esta entrega. 
Grato "
32df6498467c68b5be43197a49d3d14c,4,"Produto conforme o anunciado de boa qualidade que atende as espectativas,"
c5012c7f101ca64cdb27a97dd7790af8,5,Ótimo produto
8c577c6dd5361221832cf0977af2977c,3,Atendeu às expectativas
4190ab61a7fced69f3ee84d1da1120cc,1,"Minha compra ainda não chegou, não respeitam o prazo de entrega, não me atendem não me respondem. Total falta de respeito. "
e1a9f566dc38eac4f78556976596a43f,5,Adoreiii
4d0fce2314e3a88cb7371a111cf69f41,5,Gostei atendimento e a mercadoria chegou antes do prazo combinado. 
4f86e34b9a8a8f4a15b197277a880cd8,5,Excelente
316689f43f1ba849c8cb83df6f355632,1,"Faltou um produto o, a guia dupla cinto segurança para dois caes"
f3a4760ece900e584e36fc700b8fb58c,5,o produto chegou antes do prazo e certinho. Parabens!
6139a798f92b14ad667f3a8fb8f78c4c,3,Ja comprei outras vezes mas estou tendo problemas nessa compra
a41f5b62cf8316e5a500ef6a6f3fe2b8,5,Excelente.
8829629b95d42763072cd54b7d7abf87,5,Muito satisfeiro.
a15be694d8267e907bfab3b785558e83,1,Ainda estamos aguardando a chegada do produto
837e3c0c4c555ad4ea0e6110e7add004,5,Bom
dc5f7bc4c5617c381a1943ba3d5cabcd,4,"Recomendo este vendedor, pois envia o pedido no prazo."
5518dd9f50e817052664dcc935728b65,5,otima compra farei mais vezes por motivo de preços mais em conta que outros concorrente a entrega foi bem antes do prazo indicado gostei de compra nesta loja pelo site estou vendo mais alguns produtos
d14460d3fa8f54b8f0f7befd11820202,5,Chegou super rápido e bem embalado.
ba8725726da21140bbe12319d7369d39,5,Gostei muito é chegou o que eu esperava 
1c09d927a885842107b1ffa9c65cc5ca,5,Recomendo.
cadb75b4ce8646d41b77eff5faa5d300,5,Muito bom....
af9c76f5f4f218b688c4e235dc38723d,2,"Por enquanto recebi apenas um dos produtos, o soquete. O pendente aramado duplo diamante não chegou e consta como entregue."
9f47d2a87f425d871b3dafe4bc377b01,5,Ótimo 
df81dcb40098fb783a6525fa2f868bc9,1,"Ate agora nao chegou nada , nao posso avaliar"
a72dab58dbb03b5509db9d29c658dc0d,1,Ainda não recebi a base Dermacol 223
30f571a5f7cc70ba231ce76fbe1b17f4,4,"Muito bom, entregue antes do prazo.



"
fa8ab18ea94ab4c733ceefb609fab318,5,Tudo como descrito e combinado.
1a9979add53335be401feeaca64ee040,4,muito bom o produto.
90ce89533b41eda077534cdb0b9c9b82,5,Ótima entrega é rápido
6477737031e3b8c8578883bfa897c524,5,Fiquei satisfeita com o meu produto.
4baf4e226efff68fe5996f63da09745f,5,Ótima
43d5113f8c14cc2c72b763c801f47ac6,3,"Produto Bom e Bonito, mas na descrição do produto na compra era 100% Algodão e veio 80% Algodão e 20% Poliéster, única coisa a reclamar me senti um pouco enganado."
